City,State,Geo.ID,Geo.ID City,No Access To Vehicle,People With Disabilities,Mobile Homes,Housing Instability,Elderly Living Alone,Linguistic Isolation,No Health Insurance,Single Mothers,Buildings Built Before 1979,Buildings Built Before 1999,Population in High Risk Flood Zones,Impervious Surfaces,Tree Canopy,Median Household Income,Population,White,Black,Native,Asian,Hispanic
Atlanta,GA,14000US13121000600,1600000US1304000,47.79240899,2.70910938,0,21.97260274,0.656660413,3.939962477,20.3,2.439023972,15.59082892,27.16049383,0,67.91923523,16.44379997,43146,5906,43.9045039,27.8530308,0,21.0971893,0.077717575
Atlanta,GA,14000US13121006602,1600000US1304000,37.37623762,15.55880205,3.648424544,45.58404558,5.700712589,0,18,41.56769943,76.7827529,92.70315091,0,29.32719612,55.20280075,16761,1369,0,96.9320672,0,0,0.014609204
Atlanta,GA,14000US13121002900,1600000US1304000,43.64731654,8.960434445,0,21.77879133,2.947845805,1.587301587,17.5,1.738473058,26.87747036,45.65217391,0,62.69230652,15.66790009,59276,2578,56.943367,35.3762607,0,6.2451513,0.037626067
Atlanta,GA,14000US13063040302,1600000US1304000,28.57142857,10.57752018,1.455301455,31.74603175,5.034482759,2.068965517,32.9,19.58621025,86.27858628,95.73804574,0,28.12898254,53.69269943,34025,4831,38.6255434,46.6777065,0,7.8865659,0.290416063
Atlanta,GA,14000US13063040303,1600000US1304000,34.30145218,12.76160504,0.968241673,31.44329897,2.360043908,7.903402854,36.8,35.83974075,72.57939582,83.81099923,0,30.99970055,45.51119995,29860,6355,33.6585366,53.2808812,0,4.7521637,0.21667978
Atlanta,GA,14000US13121009603,1600000US1304000,41.37134052,9.227467811,1.483479434,18.86380189,13.90584133,0.95902354,11.7,3.879686117,46.05529332,63.72218476,0,46.16915131,38.30920029,62866,4194,75.7987601,13.6862184,0,8.297568,0.097281831
Atlanta,GA,14000US13089022800,1600000US1304000,28.77328195,5.519395991,0.620636152,22.64808362,5.430242272,0,5.3,8.688386917,66.33048875,75.17455392,0,17.34524727,62.38629913,95688,3841,61.598542,25.279875,0,8.7737568,0.026555584
Atlanta,GA,14000US13089022900,1600000US1304000,33.05483029,10.25013594,1.267828843,26.32743363,10.66056246,0,10,16.87376976,69.78341257,89.54041204,0,21.0477066,61.21260071,69542,3678,64.5731376,27.1886895,0.1631321,3.0179445,0.050027189
Atlanta,GA,14000US13121011900,1600000US1304000,47.08554126,15.54011371,0,26.20286086,15.87209302,0.406976744,12.5,3.488371849,41.41922496,50.32712632,0,83.21585846,8.187049866,28207,3166,41.0928617,54.3272268,0,3.7902716,0.043588124
Atlanta,GA,14000US13089023101,1600000US1304000,39.96013951,18.54751033,0,22.07001522,9.382871537,0,20,19.83626938,74.72582253,83.2003988,0,19.43914795,59.70560074,42938,4599,20.1782996,74.385736,0,0.1956947,0.052185258
Atlanta,GA,14000US13121001202,1600000US1304000,58.81973557,4.207285788,0,16.6232073,0.974377481,0,3,0.57740891,48.63744076,60.87085308,0,82.4803772,9.319029808,68117,3898,60.9286814,17.650077,2.0010262,15.9312468,0.043612109
Atlanta,GA,14000US13121001201,1600000US1304000,53.34207077,7.071483474,0.911410864,19.75703325,4.617205998,1.065509077,12.7,5.130228996,59.53335764,83.01130149,0,54.44832993,31.02689934,59840,3903,77.7094543,12.1445042,0,3.9713041,0.074558032
Atlanta,GA,14000US13121001001,1600000US1304000,49.94708995,3.698169593,0,24.59016393,1.428571429,1.038961039,5.7,2.727272987,18.6,31.9,0,72.63950348,15.17650032,75375,2677,57.9379903,9.3761674,0.6350392,28.2032126,0.0526709
Atlanta,GA,14000US13121004300,1600000US1304000,59.17241379,3.713049748,0,36.03238866,1.502504174,2.671118531,9.4,20.86811066,20.33660589,53.99719495,0,67.48538208,10.9854002,29238,2774,17.9524153,73.2876712,0,5.2631579,0.059841384
Atlanta,GA,14000US13121009602,1600000US1304000,36.73390225,12.4972973,0.334448161,18.99852725,25.93414724,0.480947096,3.5,1.627820969,30.92125266,68.31863788,0,44.4629364,41.42950058,95559,4625,79.4594595,13.7945946,0,1.6648649,0.009297297
Atlanta,GA,14000US13121011800,1600000US1304000,49.60238569,8.955739972,1.086419753,30.2811245,3.549848943,4.682779456,17,9.516615868,27.35802469,40.04938272,0,66.57462311,17.40620041,10000,2892,17.4965422,71.473029,0,4.7717842,0.060511757
Atlanta,GA,14000US13063040308,1600000US1304000,38.2803943,12.61199173,0.501952036,43.78378378,12.93800539,11.85983827,41.5,18.32884026,68.4327942,81.48354713,0,51.54101944,30.04019928,29821,4353,42.5223983,42.4305077,0.1148633,5.2147944,0.334481966
Atlanta,GA,14000US13063980000,1600000US1304000,0,0,0,0,0,0,100,0,0,0,0,68.39345551,10.61979961,0,0,0,0,0,0,0
Atlanta,GA,14000US13121011100,1600000US1304000,32.52160251,17.58336942,0,31.74603175,10.11235955,2.852203976,11.3,12.70526981,84.19220056,89.13649025,0,49.85907364,34.1283989,47691,2309,44.7379818,50.8012126,0,2.078822,0.061931572
Atlanta,GA,14000US13089020400,1600000US1304000,38.59102244,2.707930368,0,14.63414634,5.186385737,0,6.1,5.591572285,84.81110254,90.1310717,0,31.62311172,46.34019852,78897,2585,85.5705996,4.6034816,0,4.7969052,0.040618956
Atlanta,GA,14000US13121001002,1600000US1304000,46.35108481,1.037344398,0,25.91093117,0,0,7,1.004016042,6.980802792,19.54624782,0,68.83879089,13.90250015,30333,7230,52.7662517,18.879668,0.5532503,22.2683264,0.062517289
Atlanta,GA,14000US13121000700,1600000US1304000,23.74100719,3.442399455,0,37.00787402,12.20238095,0,16.3,4.464285851,67.7581864,73.04785894,0,61.42510223,23.56270027,71667,2934,25.732788,68.0981595,0.6134969,1.1247444,0.04601227
Atlanta,GA,14000US13089020300,1600000US1304000,25.29411765,2.64467138,0,9.848484848,3.437301082,0,5.8,7.320178509,71.3028169,82.86384977,0,19.51376534,61.54349899,101875,3819,87.4050799,5.0274941,0.785546,2.6970411,0.045299817
Atlanta,GA,14000US13121002300,1600000US1304000,46.96969697,29.09967846,0,41.7989418,22.2,0,23.9,16.39999962,79.96560619,86.24247635,0,40.61828232,41.38550186,23088,1244,4.9839228,92.8456592,0,0.9646302,0
Atlanta,GA,14000US13121002100,1600000US1304000,50.68610635,12.42369838,0,35.55194805,5.3125,0.3125,27.5,20.3125,16.10247027,56.72461116,0,77.54124451,7.992139816,37627,2785,27.9712747,66.7863555,0.2872531,4.8114901,0.008258528
Atlanta,GA,14000US13121002800,1600000US1304000,38.03457689,8.229480017,0,28.03571429,14.45783133,3.13253012,10.8,8.594377518,38.28125,47.78645833,0,80.90756226,7.888090134,21938,4654,33.0038676,53.9535883,0.2363558,7.7997422,0.084443489
Atlanta,GA,14000US13121002600,1600000US1304000,40.90056285,14.8901546,0.638977636,26.78185745,4.665314402,0.811359026,17.7,19.06694031,31.78913738,83.38658147,0,70.00658417,11.90299988,30046,1229,13.2628153,74.9389748,0,0.9764036,0.087876322
Atlanta,GA,14000US13121003000,1600000US1304000,50.53019825,6.532336692,1.014084507,16.07981221,5.131195335,0,5.5,3.790087938,51.54929577,62.14084507,0,42.87423706,39.71269989,83576,3077,79.1680208,10.1722457,0.5524862,5.3623659,0.072473188
Atlanta,GA,14000US13121003200,1600000US1304000,40.962507,7.11627907,0,21.83098592,2.696272799,0,19.3,2.141157866,67.74193548,77.41935484,0,59.90423584,18.14979935,65168,2150,65.0232558,24.2325581,0,3.0697674,0.074883721
Atlanta,GA,14000US13121003100,1600000US1304000,32.63246426,10.06889242,0,37.92270531,5.235602094,0,16.8,11.12565041,65.45454545,72.36363636,0,47.82857132,33.03519821,45000,1887,53.1531532,42.1833598,0,2.2787493,0.017488076
Atlanta,GA,14000US13121003500,1600000US1304000,41.64305949,17.13336497,0.810810811,30.07915567,0.491803279,1.147540984,43.4,0,64.45945946,81.35135135,0,88.89372253,6.48115015,50850,2107,33.9819649,59.1362126,0.4271476,1.1390603,0.047935453
Atlanta,GA,14000US13121003800,1600000US1304000,24.84848485,2.892561983,2.013422819,25.84269663,11.33004926,3.448275862,8.4,8.866994858,67.44966443,79.19463087,0,59.39093018,16.53820038,19904,3872,21.5650826,67.6911157,0.9555785,5.9142562,0.0625
Atlanta,GA,14000US13121007808,1600000US1304000,44.55270151,14.15199465,0,35.96491228,10.43165468,0.863309353,24,58.05755234,78.2962561,90.61313077,0,28.29787254,50.27009964,11766,4487,0.3565857,91.4865166,0,0,0.075551593
Atlanta,GA,14000US13121007807,1600000US1304000,51.79104478,11.70777396,4.654545455,32.60135135,15.80063627,6.680805938,21.9,29.79851913,78.4,85.01818182,0,20.79999924,58.17240143,20775,3203,1.4049329,85.5760225,0,0,0.144239775
Atlanta,GA,14000US13121004800,1600000US1304000,45.99056604,26.6221374,1.762820513,29.54545455,21.18644068,0,21.5,13.89830971,13.46153846,34.29487179,0,64.43055725,10.07530022,18365,1048,20.5152672,65.4580153,0,8.3969466,0.05629771
Atlanta,GA,14000US13121005000,1600000US1304000,25.51505547,5.375302663,1.165048544,21.22015915,6.278538813,0,18.5,2.625571012,80.58252427,86.11650485,0,55.35215759,28.8572998,72500,2065,74.527845,22.2276029,0,1.8401937,0.057627119
Atlanta,GA,14000US13121003900,1600000US1304000,38.65131579,12.68041237,0.518134715,44,7.166123779,0,27.1,24.75569916,78.75647668,83.31606218,0,38.35173035,36.49670029,25729,1940,1.1340206,98.8659794,0,0,0
Atlanta,GA,14000US13121004100,1600000US1304000,48.29931973,15.58237146,0,52.38095238,5.710102489,1.464128843,30.5,24.01171112,87.36842105,93.59649123,0,38.21266174,42.48649979,26278,1906,5.1941238,91.0807975,0,0,0.011542497
Atlanta,GA,14000US13121004900,1600000US1304000,18.96921976,15.3234175,0.913621262,13.02211302,3.730017762,0,16.6,13.85435009,55.14950166,78.40531561,0,49.68416595,31.81500053,62683,2891,46.9733656,45.0709097,0.311311,2.8363888,0.064683501
Atlanta,GA,14000US13121004400,1600000US1304000,70.46843177,11.75767238,0,21.86234818,10.48466864,1.088031652,31.2,38.57566833,11.14675221,21.25100241,0,63.32423401,12.05119991,18750,2509,1.9131128,97.4093264,0,0.6775608,0.019131128
Atlanta,GA,14000US13121005300,1600000US1304000,23.44036697,3.429651634,0,8.856088561,1.045751634,0,10.7,11.96078014,60.92150171,71.78612059,0,30.85198784,46.9598999,92500,3703,61.4096678,36.078855,0,0.2700513,0.028355388
Atlanta,GA,14000US13121008302,1600000US1304000,41.02228047,14.27099433,1.816745656,48.47715736,25.77464789,0,26.6,17.04224968,97.94628752,99.52606635,0,20.41583252,58.58499908,28500,1941,1.1334364,98.6604843,0,0.2060793,0.003606388
Atlanta,GA,14000US13121005200,1600000US1304000,25.86319218,7.411696584,0,18.53600945,6.100682594,0.725255973,7.7,17.5341301,43.82691544,56.25248114,0,32.75138855,51.50239944,76903,5181,65.5085891,25.9023355,0,3.7058483,0.079328315
Atlanta,GA,14000US13121005501,1600000US1304000,27.53222836,11.40939597,0,46.2962963,6.875,0,26.3,24.6875,49.3495935,60.24390244,0,39.48231888,31.77470016,19691,2533,16.8969601,80.773786,0,2.1713383,0.050532965
Atlanta,GA,14000US13121005700,1600000US1304000,38.07829181,18.36858006,1.218161683,20.4467354,22.71341463,0,22.6,30.79268074,26.57807309,34.77297896,0,57.71939468,23.37540054,16172,1655,3.8670695,95.5891239,0,0,0.016918429
Atlanta,GA,14000US13121006400,1600000US1304000,18.54545455,9.446808511,0.773694391,27.48815166,5.722891566,6.024096386,42.6,32.53012085,88.78143133,92.0696325,0,43.28612137,37.29729843,30179,1175,22.212766,53.106383,4.9361702,0,0.321702128
Atlanta,GA,14000US13121006300,1600000US1304000,40.73394495,23.57575758,0.974313552,42.25,10.30595813,0,25.5,28.66345024,59.69884854,69.88485385,0,54.02097321,29.2159996,21875,1650,4.2424242,94.969697,0,0.7878788,0
Atlanta,GA,14000US13121006100,1600000US1304000,37.01067616,18.11002179,0,45.84775087,13.33333333,0,20.4,33.17829132,87.26150393,97.08193042,0,17.51421738,67.40170288,31719,3672,1.2254902,95.0708061,0,0,0.016067538
Atlanta,GA,14000US13121005800,1600000US1304000,42.48175182,13.44537815,0,43.55670103,2.051282051,0,25.8,40.854702,86.00770218,91.27086008,0,56.78622818,27.94490051,26250,2023,12.9510628,85.1211073,0,1.1369254,0.0064261
Atlanta,GA,14000US13121006500,1600000US1304000,26.50321074,14.63927154,1.507537688,27.40046838,9.799554566,0.816629547,21.9,28.80474854,84.81295366,93.74651033,0,35.21356201,46.93999863,41678,4283,15.2463227,79.3135653,0.186785,0.6770955,0.036423068
Atlanta,GA,14000US13121006000,1600000US1304000,30.39927405,17.54601227,0,43.03448276,13.11074919,0.732899023,24.3,26.46580124,90.96736597,96.21212121,0,30.36802673,56.27389908,28707,3260,5.0306748,93.2515337,0.1533742,1.0736196,0.059815951
Atlanta,GA,14000US13121006802,1600000US1304000,36.84210526,12.19879518,0,25.86206897,3.389830508,0,21.1,68.64407349,70.72727273,90.72727273,0,25.75621796,49.03210068,0,1992,0,97.8413655,0,0,0
